psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
1004	1	0	0	0	0	0	0	+	OsN22RS2_02T0148200.2	1017	12	1017	LOC_Os02g36500	1371	0	1005	1	1005,	12,	0,
79	5	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	345	429	LOC_Os12g25870.1	384	0	84	1	84,	345,	0,
79	5	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	345	429	LOC_Os12g25870	384	0	84	1	84,	345,	0,
82	4	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	345	431	LOC_Os11g25420.1	255	0	86	1	86,	345,	0,
82	4	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	345	431	LOC_Os11g25420	255	0	86	1	86,	345,	0,
91	5	0	0	2	17	2	32	+	OsN22RS2_02T0360600.1	519	0	113	LOC_Os08g14800.1	816	688	816	3	65,18,13,	0,66,100,	688,757,803,
91	5	0	0	2	17	2	32	+	OsN22RS2_02T0360600.1	519	0	113	LOC_Os08g14800	816	688	816	3	65,18,13,	0,66,100,	688,757,803,
101	2	0	0	1	13	1	5	+	OsN22RS2_02T0360600.1	519	403	519	LOC_Os07g27620.1	168	3	111	2	63,40,	403,479,	3,71,
101	2	0	0	1	13	1	5	+	OsN22RS2_02T0360600.1	519	403	519	LOC_Os07g27620	168	3	111	2	63,40,	403,479,	3,71,
31	0	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	403	434	LOC_Os05g42080.1	237	3	34	1	31,	403,	3,
31	0	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	403	434	LOC_Os05g42080	237	3	34	1	31,	403,	3,
43	0	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	403	446	LOC_Os03g43340.1	1245	3	46	1	43,	403,	3,
43	0	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	403	446	LOC_Os03g43340	1245	3	46	1	43,	403,	3,
55	0	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	345	400	LOC_Os02g38910.1	399	0	55	1	55,	345,	0,
55	0	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	345	400	LOC_Os02g38910	399	0	55	1	55,	345,	0,
78	1	0	0	2	14	1	2	+	OsN22RS2_02T0360600.1	519	345	438	LOC_Os02g38420.1	348	0	81	3	55,17,7,	345,412,431,	0,57,74,
78	1	0	0	2	14	1	2	+	OsN22RS2_02T0360600.1	519	345	438	LOC_Os02g38420	348	0	81	3	55,17,7,	345,412,431,	0,57,74,
76	0	0	0	1	10	1	9	+	OsN22RS2_02T0360600.1	519	345	431	LOC_Os02g32920.1	471	0	85	2	53,23,	345,408,	0,62,
76	0	0	0	1	10	1	9	+	OsN22RS2_02T0360600.1	519	345	431	LOC_Os02g32920	471	0	85	2	53,23,	345,408,	0,62,
81	3	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	345	429	LOC_Os01g67620.1	327	0	84	1	84,	345,	0,
81	3	0	0	0	0	0	0	+	OsN22RS2_02T0360600.1	519	345	429	LOC_Os01g67620	327	0	84	1	84,	345,	0,
73	4	0	0	1	325	1	9	-	OsN22RS2_02T0360600.1	519	0	402	LOC_Os10g27100.1	934	833	919	2	14,63,	117,456,	833,856,
73	4	0	0	1	325	1	9	-	OsN22RS2_02T0360600.1	519	0	402	LOC_Os10g27100	934	833	919	2	14,63,	117,456,	833,856,
50	2	0	0	1	428	1	9	-	OsN22RS2_02T0360600.1	519	39	519	LOC_Os08g14800.1	816	723	784	2	28,24,	0,456,	723,760,
50	2	0	0	1	428	1	9	-	OsN22RS2_02T0360600.1	519	39	519	LOC_Os08g14800	816	723	784	2	28,24,	0,456,	723,760,
38	0	0	0	0	0	0	0	-	OsN22RS2_02T0360600.1	519	22	60	LOC_Os06g22990.1	1041	995	1033	1	38,	459,	995,
38	0	0	0	0	0	0	0	-	OsN22RS2_02T0360600.1	519	22	60	LOC_Os06g22990	1041	995	1033	1	38,	459,	995,
346	5	0	0	0	0	2	165	+	OsN22RS2_02T0036300.1	351	0	351	LOC_Os02g36505.1	658	5	521	3	149,197,5,	0,149,346,	5,269,516,
346	5	0	0	0	0	2	165	+	OsN22RS2_02T0036300.1	351	0	351	LOC_Os02g36505	658	5	521	3	149,197,5,	0,149,346,	5,269,516,
638	54	0	0	7	477	8	399	+	OsN22RS2_02T0036200.1	1515	163	1332	LOC_Os04g38400.1	1338	46	1137	9	9,13,89,5,210,224,89,18,35,	163,185,204,294,374,660,884,1128,1297,	46,59,81,172,239,531,761,990,1102,
638	54	0	0	7	477	8	399	+	OsN22RS2_02T0036200.1	1515	163	1332	LOC_Os04g38400	1338	46	1137	9	9,13,89,5,210,224,89,18,35,	163,185,204,294,374,660,884,1128,1297,	46,59,81,172,239,531,761,990,1102,
1509	6	0	0	0	0	0	0	+	OsN22RS2_02T0036200.1	1515	0	1515	LOC_Os02g36510.1	1684	0	1515	1	1515,	0,	0,
1509	6	0	0	0	0	0	0	+	OsN22RS2_02T0036200.1	1515	0	1515	LOC_Os02g36510	1684	0	1515	1	1515,	0,	0,
1606	2	0	0	0	0	1	54	+	OsN22RS2_02T0360300.1	1677	69	1677	LOC_Os02g36520.1	2797	0	1662	2	204,1404,	69,273,	0,258,
1606	2	0	0	0	0	1	54	+	OsN22RS2_02T0360300.1	1677	69	1677	LOC_Os02g36520	2797	0	1662	2	204,1404,	69,273,	0,258,
496	13	0	0	1	1	4	157	+	OsN22RS2_02T0360400.1	510	0	510	LOC_Os02g36540.1	666	0	666	5	84,27,143,3,252,	0,84,112,255,258,	0,179,208,408,414,
496	13	0	0	1	1	4	157	+	OsN22RS2_02T0360400.1	510	0	510	LOC_Os02g36540	666	0	666	5	84,27,143,3,252,	0,84,112,255,258,	0,179,208,408,414,
1026	3	0	0	0	0	1	4	+	OsN22RS2_02T0148300.1	1029	0	1029	LOC_Os02g36550.1	1543	225	1258	2	48,981,	0,48,	225,277,
1026	3	0	0	0	0	1	4	+	OsN22RS2_02T0148300.1	1029	0	1029	LOC_Os02g36550	1543	225	1258	2	48,981,	0,48,	225,277,
981	3	0	0	0	0	2	49	+	OsN22RS2_02T0148300.2	984	0	984	LOC_Os02g36550.1	1543	225	1258	3	48,260,676,	0,48,308,	225,277,582,
981	3	0	0	0	0	2	49	+	OsN22RS2_02T0148300.2	984	0	984	LOC_Os02g36550	1543	225	1258	3	48,260,676,	0,48,308,	225,277,582,
456	11	0	0	0	0	0	0	+	OsN22RS2_02T0148400.1	504	12	479	LOC_Os02g36560.1	468	0	467	1	467,	12,	0,
456	11	0	0	0	0	0	0	+	OsN22RS2_02T0148400.1	504	12	479	LOC_Os02g36560	468	0	467	1	467,	12,	0,
2364	6	0	0	1	45	0	0	+	OsN22RS2_02T0148500.1	2580	165	2580	LOC_Os02g36570.1	2858	0	2370	2	2005,365,	165,2215,	0,2005,
2364	6	0	0	1	45	0	0	+	OsN22RS2_02T0148500.1	2580	165	2580	LOC_Os02g36570	2858	0	2370	2	2005,365,	165,2215,	0,2005,
2253	6	0	0	1	45	1	111	+	OsN22RS2_02T0148500.2	2469	165	2469	LOC_Os02g36570.1	2858	0	2370	3	1188,706,365,	165,1353,2104,	0,1299,2005,
2253	6	0	0	1	45	1	111	+	OsN22RS2_02T0148500.2	2469	165	2469	LOC_Os02g36570	2858	0	2370	3	1188,706,365,	165,1353,2104,	0,1299,2005,
1893	3	0	0	1	15	0	0	+	OsN22RS2_02T0036400.1	1911	0	1911	LOC_Os02g36595.1	1968	72	1968	2	1776,120,	0,1791,	72,1848,
1893	3	0	0	1	15	0	0	+	OsN22RS2_02T0036400.1	1911	0	1911	LOC_Os02g36595	1968	72	1968	2	1776,120,	0,1791,	72,1848,
1893	3	0	0	1	15	0	0	+	OsN22RS2_02T0036400.1	1911	0	1911	LOC_Os02g36590.3	2569	409	2305	2	1776,120,	0,1791,	409,2185,
1893	3	0	0	1	15	0	0	+	OsN22RS2_02T0036400.1	1911	0	1911	LOC_Os02g36590.2	2674	514	2410	2	1776,120,	0,1791,	514,2290,
1893	3	0	0	1	15	0	0	+	OsN22RS2_02T0036400.1	1911	0	1911	LOC_Os02g36590.1	2933	616	2512	2	1776,120,	0,1791,	616,2392,
49	5	0	0	0	0	0	0	+	OsN22RS2_02T0036400.1	1911	1112	1166	LOC_Os02g36590.1	2933	2037	2091	1	54,	1112,	2037,
1893	3	0	0	1	15	0	0	+	OsN22RS2_02T0036400.1	1911	0	1911	LOC_Os02g36590	2933	616	2512	2	1776,120,	0,1791,	616,2392,
49	5	0	0	0	0	0	0	+	OsN22RS2_02T0036400.1	1911	1112	1166	LOC_Os02g36590	2933	2037	2091	1	54,	1112,	2037,
1133	4	0	0	0	0	0	0	+	OsN22RS2_02T0036500.1	1137	0	1137	LOC_Os02g36600.1	1421	32	1169	1	1137,	0,	32,
1133	4	0	0	0	0	0	0	+	OsN22RS2_02T0036500.1	1137	0	1137	LOC_Os02g36600	1421	32	1169	1	1137,	0,	32,
2230	8	0	0	0	0	0	0	+	OsN22RS2_02T0360700.1	2238	0	2238	LOC_Os02g36619.1	2602	9	2247	1	2238,	0,	9,
2230	8	0	0	0	0	0	0	+	OsN22RS2_02T0360700.1	2238	0	2238	LOC_Os02g36619	2602	9	2247	1	2238,	0,	9,
342	0	0	0	0	0	0	0	+	OsN22RS2_02T0360800.1	342	0	342	LOC_Os02g36670.1	342	0	342	1	342,	0,	0,
342	0	0	0	0	0	0	0	+	OsN22RS2_02T0360800.1	342	0	342	LOC_Os02g36670	342	0	342	1	342,	0,	0,
358	2	0	0	1	3	0	0	+	OsN22RS2_02T0148600.1	363	0	363	LOC_Os02g36680.1	897	104	464	2	12,348,	0,15,	104,116,
358	2	0	0	1	3	0	0	+	OsN22RS2_02T0148600.1	363	0	363	LOC_Os02g36680	897	104	464	2	12,348,	0,15,	104,116,
308	1	0	0	1	3	1	51	+	OsN22RS2_02T0148600.2	312	0	312	LOC_Os02g36680.1	897	104	464	3	12,128,169,	0,15,143,	104,116,295,
308	1	0	0	1	3	1	51	+	OsN22RS2_02T0148600.2	312	0	312	LOC_Os02g36680	897	104	464	3	12,128,169,	0,15,143,	104,116,295,
47	1	0	0	1	2	0	0	+	OsN22RS2_02T0148700.1	315	253	303	LOC_Os09g27570.1	2619	2165	2213	2	25,23,	253,280,	2165,2190,
47	1	0	0	1	2	0	0	+	OsN22RS2_02T0148700.1	315	253	303	LOC_Os09g27570	2619	2165	2213	2	25,23,	253,280,	2165,2190,
314	1	0	0	0	0	0	0	+	OsN22RS2_02T0148700.1	315	0	315	LOC_Os02g36690.1	315	0	315	1	315,	0,	0,
314	1	0	0	0	0	0	0	+	OsN22RS2_02T0148700.1	315	0	315	LOC_Os02g36690	315	0	315	1	315,	0,	0,
1605	3	0	0	0	0	0	0	+	OsN22RS2_02T0148800.1	1608	0	1608	LOC_Os02g36700.1	2044	101	1709	1	1608,	0,	101,
1605	3	0	0	0	0	0	0	+	OsN22RS2_02T0148800.1	1608	0	1608	LOC_Os02g36700	2044	101	1709	1	1608,	0,	101,
755	4	0	0	0	0	0	0	+	OsN22RS2_02T0361300.2	759	0	759	LOC_Os02g36710.1	1479	144	903	1	759,	0,	144,
755	4	0	0	0	0	0	0	+	OsN22RS2_02T0361300.2	759	0	759	LOC_Os02g36710	1479	144	903	1	759,	0,	144,
723	18	0	0	1	2	3	62	+	OsN22RS2_02T0361300.1	834	0	743	LOC_Os02g36720.1	840	0	803	4	115,330,174,122,	0,117,447,621,	0,129,500,681,
723	18	0	0	1	2	3	62	+	OsN22RS2_02T0361300.1	834	0	743	LOC_Os02g36720	840	0	803	4	115,330,174,122,	0,117,447,621,	0,129,500,681,
91	0	0	0	0	0	0	0	+	OsN22RS2_02T0361300.1	834	743	834	LOC_Os02g36710.1	1479	14	105	1	91,	743,	14,
91	0	0	0	0	0	0	0	+	OsN22RS2_02T0361300.1	834	743	834	LOC_Os02g36710	1479	14	105	1	91,	743,	14,
292	0	0	0	0	0	0	0	+	OsN22RS2_02T0360900.1	456	0	292	LOC_Os02g36730.1	333	0	292	1	292,	0,	0,
292	0	0	0	0	0	0	0	+	OsN22RS2_02T0360900.1	456	0	292	LOC_Os02g36730	333	0	292	1	292,	0,	0,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.1	753	0	753	LOC_Os02g36740.8	1229	236	989	1	753,	0,	236,
751	2	0	0	0	0	1	173	+	OsN22RS2_02T0149300.1	753	0	753	LOC_Os02g36740.7	1615	236	1162	2	543,210,	0,543,	236,952,
737	2	0	0	1	14	0	0	+	OsN22RS2_02T0149300.1	753	0	753	LOC_Os02g36740.5	1428	236	975	2	543,196,	0,557,	236,779,
689	2	0	0	1	62	0	0	+	OsN22RS2_02T0149300.1	753	0	753	LOC_Os02g36740.4	1380	236	927	2	544,147,	0,606,	236,780,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.1	753	0	753	LOC_Os02g36740.3	1548	342	1095	1	753,	0,	342,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.1	753	0	753	LOC_Os02g36740.2	1442	236	989	1	753,	0,	236,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.1	753	0	753	LOC_Os02g36740.1	1386	180	933	1	753,	0,	180,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.1	753	0	753	LOC_Os02g36740	1386	180	933	1	753,	0,	180,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.2	753	0	753	LOC_Os02g36740.8	1229	236	989	1	753,	0,	236,
751	2	0	0	0	0	1	173	+	OsN22RS2_02T0149300.2	753	0	753	LOC_Os02g36740.7	1615	236	1162	2	543,210,	0,543,	236,952,
737	2	0	0	1	14	0	0	+	OsN22RS2_02T0149300.2	753	0	753	LOC_Os02g36740.5	1428	236	975	2	543,196,	0,557,	236,779,
689	2	0	0	1	62	0	0	+	OsN22RS2_02T0149300.2	753	0	753	LOC_Os02g36740.4	1380	236	927	2	544,147,	0,606,	236,780,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.2	753	0	753	LOC_Os02g36740.3	1548	342	1095	1	753,	0,	342,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.2	753	0	753	LOC_Os02g36740.2	1442	236	989	1	753,	0,	236,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.2	753	0	753	LOC_Os02g36740.1	1386	180	933	1	753,	0,	180,
751	2	0	0	0	0	0	0	+	OsN22RS2_02T0149300.2	753	0	753	LOC_Os02g36740	1386	180	933	1	753,	0,	180,
725	9	0	0	0	0	1	10	+	OsN22RS2_02T0361400.1	1362	438	1172	LOC_Os12g06860.1	744	0	744	2	563,171,	438,1001,	0,573,
725	9	0	0	0	0	1	10	+	OsN22RS2_02T0361400.1	1362	438	1172	LOC_Os12g06860	744	0	744	2	563,171,	438,1001,	0,573,
382	1	0	0	1	196	2	65	+	OsN22RS2_02T0361400.1	1362	438	1017	LOC_Os11g43330.1	831	0	448	4	270,26,71,16,	438,708,930,1001,	0,325,351,432,
382	1	0	0	1	196	2	65	+	OsN22RS2_02T0361400.1	1362	438	1017	LOC_Os11g43330	831	0	448	4	270,26,71,16,	438,708,930,1001,	0,325,351,432,
294	1	0	0	0	0	1	55	+	OsN22RS2_02T0361400.1	1362	438	733	LOC_Os11g31440.1	567	0	350	2	270,25,	438,708,	0,325,
294	1	0	0	0	0	1	55	+	OsN22RS2_02T0361400.1	1362	438	733	LOC_Os11g31440	567	0	350	2	270,25,	438,708,	0,325,
97	9	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	359	465	LOC_Os11g26080.1	1455	3	109	1	106,	359,	3,
97	9	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	359	465	LOC_Os11g26080	1455	3	109	1	106,	359,	3,
248	16	0	0	4	24	4	34	+	OsN22RS2_02T0361400.1	1362	769	1057	LOC_Os11g08850.1	714	187	485	6	53,5,7,143,5,51,	769,827,835,850,1001,1006,	187,248,253,267,428,434,
248	16	0	0	4	24	4	34	+	OsN22RS2_02T0361400.1	1362	769	1057	LOC_Os11g08850	714	187	485	6	53,5,7,143,5,51,	769,827,835,850,1001,1006,	187,248,253,267,428,434,
501	36	0	0	6	392	5	426	+	OsN22RS2_02T0361400.1	1362	0	929	LOC_Os10g31390.1	963	0	963	7	27,11,66,94,78,141,120,	0,28,129,208,305,567,809,	0,69,130,211,306,384,843,
501	36	0	0	6	392	5	426	+	OsN22RS2_02T0361400.1	1362	0	929	LOC_Os10g31390	963	0	963	7	27,11,66,94,78,141,120,	0,28,129,208,305,567,809,	0,69,130,211,306,384,843,
48	1	0	0	0	0	1	1	+	OsN22RS2_02T0361400.1	1362	8	57	LOC_Os08g21930.1	2193	1366	1416	2	43,6,	8,51,	1366,1410,
48	1	0	0	0	0	1	1	+	OsN22RS2_02T0361400.1	1362	8	57	LOC_Os08g21930	2193	1366	1416	2	43,6,	8,51,	1366,1410,
91	5	0	0	2	466	2	447	+	OsN22RS2_02T0361400.1	1362	72	634	LOC_Os08g15130.1	807	214	757	3	23,43,30,	72,101,604,	214,242,727,
91	5	0	0	2	466	2	447	+	OsN22RS2_02T0361400.1	1362	72	634	LOC_Os08g15130	807	214	757	3	23,43,30,	72,101,604,	214,242,727,
63	0	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	645	708	LOC_Os07g35120.1	420	0	63	1	63,	645,	0,
63	0	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	645	708	LOC_Os07g35120	420	0	63	1	63,	645,	0,
269	1	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	438	708	LOC_Os07g31910.1	1332	0	270	1	270,	438,	0,
269	1	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	438	708	LOC_Os07g31910	1332	0	270	1	270,	438,	0,
93	10	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	359	462	LOC_Os07g28410.1	318	3	106	1	103,	359,	3,
93	10	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	359	462	LOC_Os07g28410	318	3	106	1	103,	359,	3,
184	8	0	0	3	4	4	9	+	OsN22RS2_02T0361400.1	1362	9	205	LOC_Os06g17530.1	918	71	272	7	44,4,87,18,21,10,8,	9,53,57,145,164,187,197,	71,116,125,212,230,252,264,
184	8	0	0	3	4	4	9	+	OsN22RS2_02T0361400.1	1362	9	205	LOC_Os06g17530	918	71	272	7	44,4,87,18,21,10,8,	9,53,57,145,164,187,197,	71,116,125,212,230,252,264,
469	5	0	0	4	17	3	72	+	OsN22RS2_02T0361400.1	1362	438	929	LOC_Os05g06028.1	546	0	546	6	270,153,7,31,5,8,	438,708,863,879,911,921,	0,325,489,496,527,538,
469	5	0	0	4	17	3	72	+	OsN22RS2_02T0361400.1	1362	438	929	LOC_Os05g06028	546	0	546	6	270,153,7,31,5,8,	438,708,863,879,911,921,	0,325,489,496,527,538,
60	6	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	507	573	LOC_Os04g45390.1	1596	1308	1374	1	66,	507,	1308,
60	6	0	0	0	0	0	0	+	OsN22RS2_02T0361400.1	1362	507	573	LOC_Os04g45390	1596	1308	1374	1	66,	507,	1308,
96	4	0	0	2	591	3	132	+	OsN22RS2_02T0361400.1	1362	511	1202	LOC_Os04g33800.1	1716	242	474	4	57,10,16,17,	511,1157,1167,1185,	242,424,440,457,
96	4	0	0	2	591	3	132	+	OsN22RS2_02T0361400.1	1362	511	1202	LOC_Os04g33800	1716	242	474	4	57,10,16,17,	511,1157,1167,1185,	242,424,440,457,
100	3	0	0	3	73	6	93	+	OsN22RS2_02T0361400.1	1362	878	1054	LOC_Os04g14850.1	876	93	289	7	18,10,7,15,5,36,12,	878,944,971,978,1001,1006,1042,	93,159,185,193,226,232,277,
100	3	0	0	3	73	6	93	+	OsN22RS2_02T0361400.1	1362	878	1054	LOC_Os04g14850	876	93	289	7	18,10,7,15,5,36,12,	878,944,971,978,1001,1006,1042,	93,159,185,193,226,232,277,
